index	Neme	Életkora	Gyermeke	Isk	Anyagi	PÉlmény%	Testi-Fi	ÁltLelki	ÁltEgÁll	Fizerõ	Arcocska	Aggodalo	Ideges	Feszült	Nyugtala	Diener1	Diener2	Diener3	Diener4	Diener5	Diener6	Diener7	Diener8	Jóllét	Savor	AVhat	Önreg	Rezil	M_Flow	GJérz	GJpszi	GJszoc	GJspir	GJérzpsz	GJspszoc	PIK_MM	PIK_AV	PIK_Önr	PIK_Rez	PPozÉrz	PElmély	PPozKapc	PÉrtCél	PTelj	PBoldog	PEgészs	PNegÉrz	PMagány	PERMA
1521	2	42	2	2	4	70	5	5	5	5	1	3	3	3	2	6	6	6	6	6	7	7	6	5	4.6667	4.8	3.6667	4.3333	5.3333	5	4.5	4.25	5	4.75	4.625	3.1667	3	3	3	25	25	25	28	22	8	24	12	0	185
1523	2	70	2	2	3	50	3	3	3	4	2	4	1	2	1	6	6	6	6	6	6	6	6	3.6667	3.6667	3.2	5	4.3333	3.6667	4	4	3.75	4	4	3.875	3.5	3.75	2.6667	2.6667	27	20	27	22	28	9	27	6	0	194
1524	2	47	0	3	4	70	5	6	6	5	2	2	1	2	1	7	7	6	6	6	7	7	7	6	6	5.2	4	5	5.6667	5.6	5.75	5.5	5.75	5.675	5.625	3.8333	3.5	2.6667	3	28	22	29	27	24	10	28	10	0	198
1530	1	65	2	3	4	70	4	5	3	5	2	2	4	4	5	6	6	6	7	7	7	6	6	5	4.6667	5.4	2.3333	5.3333	5	4.6	5.25	6	5.75	4.925	5.875	3.3333	3.5	2	3.6667	27	28	26	28	27	9	25	10	8	192
1533	1	60	3	4	3	40	4	4	3	4	3	2	2	2	3	5	6	5	5	5	5	5	5	4	3.6667	3.8	4.3333	3	3.3333	4	3.75	4	4	3.875	4	2.8333	3	3	3	21	21	24	21	20	7	19	9	3	161
1538	1	60	1	4	1	50	3		4	2	2	2	2	3	3	6	6	6	6	5	6	6	6	4.6667	4.3333	5.8	4.3333	4.3333	5.6667	3.2	4.25	4.25	4.25	3.725	4.25	3.5	4	3.3333	3.6667	19	27	29	26	24	8	23	7	1	188
1541	1	36	1	2	4	80	4	3	4	5	3	3	2	3	3	5	5	5	5	5	4	4	4	3.3333	3.6667	5	3	3.6667	3.3333	4.2	4.5	4.25	3	4.35	3.625	2.6667	3.5	2	3.3333	20	23	20	25	24	7	19	15	5	158
1547	2	47	0	2	3	60	6	5	6	6	2	2	2	2	1	6	6	7	7	7	7	7	7	5	5.3333	5.6	5.6667	3.6667	6	5	5.25	5.75	6	5.125	5.875	3.3333	3.75	4	3	26	30	25	25	18	8	25	6	7	184
1550	1	48	2	3	4	30	4	5	4	4	1	1	1	1	1	7	7	7	7	7	7	7	7	6	6	6	6	6	5.6667	5.6	5.75	6	6	5.675	6	3.8333	4	4	4	27	28	29	28	26	10	21	1	0	208
1551	2	49	1	2	3	70	5	6	5	5	1	4	4	3	1	7	7	7	7	7	7	7	7	6	6	5.6	4.6667	4.3333	5.6667	5.6	5.75	6	6	5.675	6	3.8333	3.75	3.3333	4	27	28	29	28	25	10	24	5	0	206
1554	1	47	0	3	4	90	4	4	5	4	2	2	2	2	1	6	6	5	5	6	6	6	6	5	3.6667	5.2	2	4.3333	4	4	4.5	4	5.25	4.25	4.625	3.1667	3.25	1.6667	2.6667	23	23	26	24	26	8	24	12	8	174
1556	1	63	2	3	4	40	5	4	5	4	3	2	2	2	2	6	3	6	4	6	5	4	3	5	4	3.4	4	3.6667	3.6667	4.4	4	2.25	2	4.2	2.125	2.3333	2.5	3.6667	4	24	18	20	25	25	8	27	8	7	172
1561	1	39	0	2	3	70	3	3	3	4	3	2	2	2	4	4	4	4	5	4	6	5	5	5.6667	5.3333	5.2	1.6667	4.3333	4.6667	2.8	3.25	3.5	3.5	3.025	3.5	3.6667	3.75	1.3333	1.3333	20	24	19	18	25	6	19	8	5	158
1563	1	63	2	2	1	10	2	2	2	1	4	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	5	3	3	1.6	2	2	2	1.8	2	2	2	3	3	0	10	12	0	0	0	0	30	10	22
1564	1	50	2	3	4	70	5	5	5	4	1	1	1	1	1	6	6	6	6	6	6	6	6	5	5	5	4.3333	5	5.3333	5	5	5	5	5	5	3.8333	4	4	4	24	24	25	24	24	8	26	3	0	192
1565	1	36	0	3	3	70	5	5	5	5	1	1	1	1	1	7	5	7	5	6	7	7	6	5.6667	5	4.8	4	3.6667	5.3333	5.4	5.5	3.75	4.75	5.45	4.25	3.3333	3.75	2.6667	3	26	22	22	25	21	9	27	4	2	186
1568	1	39	0	3	3	80	4	4	4	4	1	1	1	1	1	7	6	7	7	6	7	7	7	5.6667	6	5.2	5.3333	4.6667	5.6667	5	5.5	5	5.25	5.25	5.125	3.8333	3.25	3.6667	3.6667	27	26	28	28	27	9	27	2	1	209
1571	1	63	2	4	3	30	6	2	5	5	3	3	1	1	1	5	4	4	4	5	5	5	4	2	4.3333	4	6	3.6667	4.3333	2.6	3.25	2.5	2.25	2.925	2.375	2.5	2.75	4	4	12	23	14	17	19	3	27	16	7	132
1574	1	72	3	4	4	80	4	5	4	4	2	1	1	1	1	6	6	6	6	6	6	6	6	5	4.6667	4.8	5.3333	5	5	4	3.5	4	4	3.75	4	2.8333	3.5	3.6667	3.6667	26	26	26	24	23	9	22	5	0	191
1576	1	36	2	4	3	20	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3.3333	3.3333	3	3	3	3	3	3	4	4	1	1	11	13	12	12	19	5	15	16	3	108
1577	1	57	2	2	3	80	4	4	2	4	3	3	3	3	3	6	6	6	6	5	6	4	6	4.6667	4	4	2.3333	4	3.6667	4	2.5	3.75	4	3.25	3.875	2.8333	3.75	2	2.6667	22	23	25	22	25	8	12	9	2	166
1581	1	68	2	2	3	60	4	4	6	6	4	6	4	4	1	7	7	7	5	7	7	7	7	4.6667	3.3333	3.6	2.6667	3.6667	4.3333	4.2	4.5	1.5	2	4.35	1.75	3.1667	3.25	1	2.3333	22	16	28	21	26	9	29	15	0	176
1582	1	41	0	2	3	80	6	5	5	6	1	1	1	1	2	6	6	6	5	6	6	6	6	4.6667	5	5	6	5.3333	5.3333	4.2	4.5	4.75	5	4.35	4.875	3.6667	3.75	4	4	27	27	24	26	27	9	28	5	2	201
1583	1	22	0	2	3	60	4	4	3	4	3	2	3	2	2	5	7	5	5	6	5	6	6	4.6667	3.6667	5.6	2.6667	4	5	3.2	3.75	3.75	3.5	3.475	3.625	2.6667	3.5	1.6667	2.6667	22	25	26	23	17	7	25	16	3	166
1585	1	49	1	2	3	80	5	6	5	6	1	2	1	1	1	7	7	6	6	7	7	7	6	5.6667	6	5.8	5.6667	4.6667	5.3333	5	5.25	5	4.75	5.125	4.875	3.8333	3.5	4	3.6667	28	16	25	23	26	8	27	2	0	191
1586	1	31	0	4	3	80	6	6	6	6	1	1	1	1	1	7	7	7	7	7	7	7	6	5.6667	4	5.6	4.6667	5.3333	5.3333	5.6	6	5.75	5.5	5.8	5.625	3.8333	3.75	4	4	28	23	29	26	28	10	30	4	1	209
1588	1	60	0	2	2	80	3	3	3	3	3	2	2	2	2	4	5	5	5	5	4	5	4	4	2.6667	3.2	3	3.3333	3	3	3	3	3	3	3	1.8333	1.75	3	3	20	20	20	21	19	7	21	6	3	159
1594	1	43	1	2	3	80	3	4	2	4	2	1	1	1	2	7	7	7	6	7	7	7	7	5	4.3333	5.2	3.6667	4.3333	5.3333	4	4.75	4	5	4.375	4.5	3.8333	3	3.6667	3.3333	27	27	18	27	28	10	22	8	0	191
1598	1	72	2	2	3	40	4	4		3	3	2	4	3	4	6	6	5	6	6	6	6	6	4.3333	4.3333	4.6	4.3333	4.3333	5	4	4	4	4.5	4	4.25	3.1667	3	3	3	20	19	21	20	17	7	20	7	1	156
1603	1	58	2	2	3	20	5	6	5	6	2	1	1	1	1	6	6	6	6	6	6	6	6	5	5	4.8	2.3333	4	4.3333	5	4.75	4.75	4.75	4.875	4.75	2.6667	2.75	2.6667	3.6667	25	27	25	27	25	9	22	16	0	184
1607	2	68	1	4	3	80	2	3	3	3	5	4	3	4	3	4	5	4	4	5	4	4	4	3	4.6667	4	4	4	4.6667	2.4	3.25	3.75	4.25	2.825	4	2.5	3	2.3333	2.6667	21	20	24	18	23	7	17	11	8	151
1611	1	70	2	2	3	50	5	6	6	4	1	1	1	1	1	6	6	7	5	7	7	7	6	5.3333	4.6667	5.8	6	5	6	5.2	5	5.25	5.5	5.1	5.375	3.6667	4	4	4	28	30	29	29	22	9	29	4	0	212
1612	1	52	0	2	3	30	2	2	3	2	4	4	5	5	6	2	2	2	2	2	2	2	2	1.6667	1	1.4	1.3333	3	3.3333	2.2	2.25	2.25	2.25	2.225	2.25	1.1667	1.5	1	1.6667	6	10	6	8	14	2	8	13	2	79
1620	1	34	3	2	3	50	4	3	3	5	4	4	6	6	2	4	3	4	3	5	5	5	5	3.6667	5	3.6	2.6667	3	4.6667	2.8	4.25	3.5	3.5	3.525	3.5	2.8333	2.75	1.3333	2.3333	14	22	7	8	18	5	21	12	1	122
1622	1	55	2	3	3	80	4	6	5	5	3	2	1	1	2	7	7	7	5	7	7	7	6	5	5.3333	4.8	5.3333	5	6	4.8	5.75	6	5.25	5.275	5.625	3.5	2.5	4	4	27	28	28	26	27	9	24	5	2	202
1626	1	50	2	4	3	60	3	5	3	3	3	2	2	2	3	4	4	5	5	5	5	4	5	4.3333	3	4.8	4.6667	4.6667	5	3.4	3.25	3.75	4.5	3.325	4.125	2.3333	3.5	4	2.3333	20	22	17	18	17	6	15	8	6	141
1627	1	62	2	3	3	90	4	4	4		1	1	1	2	2	6	6	7	7	7	6	7	6	5.3333	4	4.8	4.3333	4	5.3333	4.4	4.25	3.5	5	4.325	4.25	3.6667	3.5	3	3	26	25	25	25	26	9	25	5	9	187
1628	1	74	2	4	4	40	4	5	5	5	2	2	1	2	1	5	4	5	5	5	3	6	6	4.6667	4.3333	4.4	5	4.3333	4.3333	4.4	4.25	3.75	3.5	4.325	3.625	2.3333	2.75	4	3.3333	27	18	21	20	25	6	27	4	1	179
1629	1	45	2	4	4	60	5	5	5	5	2	2	2	2	2	5	5	5	5	4	6	6	6	5	4.6667	4	3	3.3333	3.3333	3	3	3	3.75	3	3.375	2.8333	2.5	3.3333	3	23	22	19	18	23	8	24	7	1	169
1631	1	58	1	2	3	40	4	2	4	3	4	3	6	5	5	6	5	6	5	5	4	4	6	3.3333	4.6667	4.6	2.6667	3.6667	5.6667	3	3.5	3.25	3.5	3.25	3.375	2.5	2.5	2	2.3333	18	25	24	25	23	6	20	21	8	152
1633	1	66	2	4	3	90	4	6	5	4	1	1	1	1	1	5	6	7	4	7	7	7	7	5.6667	4.6667	5.6	5.3333	4.6667	6	5.8	5.25	4	3.5	5.525	3.75	3.5	3.75	4	4	30	28	27	29	27	10	28	4	1	214
1635	1	71	2	4	3	60	3	3	3	2	4	4	2	3	6	4	3	4	5	4	4	3	5	2.6667	2.3333	2.8	4.3333	2.6667	3.3333	2.4	2.75	2.75	2.5	2.575	2.625	1.3333	2.25	3	2.6667	16	13	15	21	24	5	14	23	7	118
1638	1	69	1	4	4	70	6	5	6	6	3	5	5	5	5	7	7	7	7	6	7	6	7	5	5	5.6	5	3.6667	5.6667	4.8	5	5	5.25	4.9	5.125	3.8333	4	3.3333	4	21	23	24	23	21	8	27	8	2	177
1646	1	49	0	2	2	50	3	2	2	2	5	4	4	4	3	5	4	5	6	6	5	5	6	3.3333	5	4.6	5	4	3	2.6	2.25	3.5	4.75	2.425	4.125	2.6667	3	3.3333	3	15	19	14	17	14	5	10	12	6	116
1654	1	39	1	2	3	10	2	1	3	2	7	5	6	6	3	1	1	1	1	5	2	1	1	1	1.6667	2.6	1.6667	1	2.6667	1	1.25	1	1.75	1.125	1.375	1.6667	2	1	2	4	10	4	6	16	0	5	30	10	45
1655	2	55	3	4	3	70	4	5	4	3	2	1	1	1	1	6	4	6	6	6	6	6	6	5	5	5.4	4.3333	5	5.3333	4.6	4.25	4.75	6	4.425	5.375	3.6667	3.75	2.3333	4	25	23	13	25	21	6	19	5	6	161
1657	2	61	2	2	1	80	4	4	4	4	2	2	1	1	1	4	4	4	4	5	5	5	5	4.3333	4.6667	4.4	4.6667	4.3333	5.3333	3.6	3.75	2.25	3.25	3.675	2.75	2.3333	2.5	4	4	21	24	17	20	20	5	22	12	5	152
1659	1	67	2	4	2	70	4	3	4	3	4	1	1	1	1	3	4	2	3	4	4	2	3	3	2.6667	2.2	2.6667	2	3	2.6	1.75	2	1.25	2.175	1.625	1.1667	1.25	2.6667	2	9	19	8	11	19	3	20	16	5	108
1665	1	47	2	2	3	20	4	4	4	4	3	4	4	4	4	6	5	6	6	6	6	7	6	5.3333	5.3333	5.2	4	4.6667	3.3333	3.4	3.75	4	4	3.575	4	3.5	3.25	2.3333	3.3333	17	22	18	20	25	7	25	13	7	154
1668	1	30	0	2	4	90	5	6	5		1	1	1	2	1	7	6	6	7	6	7	7	6	6	5	5.8	6	4.6667	5.3333	6	5.75	6	6	5.875	6	3.3333	3.5	4	3.3333	27	26	25	28	26	9	25	5	5	196
1671	2	53	2	2	3	50	4	5	4	4	2	3	4	4	3	6	6	6	5	6	6	6	6	5.3333	4.3333	5	3	4	4.3333	4.6	5	3	4.25	4.8	3.625	3	3.25	3	3	26	25	26	25	25	9	24	9	7	184
1682	1	50	2	4	4	70	6	5	6	6	3	2	2	2	3	7	6	6	6	7	6	6	6	4.6667	5	5.2	5	5	5.6667	4	4.5	3.25	3.25	4.25	3.25	3.3333	3.5	3.3333	3.6667	21	23	19	27	27	7	28	7	1	184
1685	1	55	2	2	3	30	4	5	4	4	2	3	4	4	4	7	7	7	6	6	6	6	6	5.3333	5	4.4	4.6667	4.6667	5.3333	5.8	5.5	4.25	4.5	5.65	4.375	3.5	3.5	3.3333	3.6667	24	26	28	27	25	10	18	15	1	182
1687	1	72	1	2	3	50	4	5	5	5	2	3	3	2	3	6	5	6	4	5	6	6	6	3.6667	5.3333	4.6	4.3333	4.3333	3.3333	4.6	5	3.75	4.25	4.8	4	3.3333	3	2.6667	2.6667	25	21	21	20	19	8	21	5	1	169
1688	1	61	2	2	3	60	4	5	4	4	1	3	4	3	2	7	5	7	5	6	6	7	6	5	3.6667	3.8	4	3	5.3333	4.4	5	3.5	4.5	4.7	4	3	2.75	2.3333	3.3333	19	26	23	26	18	8	16	11	2	163
1690	1	47	1	2	3	90	4	5	4	6	1	1	1	1	2	7	6	7	7	6	6	7	5	5	5	5.2	5	4.3333	5.3333	5.2	5.5	5	5.75	5.35	5.375	3.8333	3	3.3333	3.6667	26	22	24	28	27	8	27	8	0	194
1691	1	46	2	4	3	80	4	4	5	5	2	2	2	1	1	5	5	6	6	6	6	7	6	5	4	5	4.3333	4.3333	5.3333	4.2	4.75	4.5	5	4.475	4.75	3	3.25	2.6667	4	21	22	22	24	19	8	21	9	0	168
1695	2	59	2	3	3	70	4	4	4	4	2	3	2	2	2	6	5	6	5	5	5	6	5	5	5	4.6	4.6667	5	4.6667	4	4	2.5	2.75	4	2.625	3.8333	3.5	3.6667	4	26	26	25	25	24	8	22	15	0	181
1696	1	46	2	3	4	70	5	5	5	5	1	4	3	3	2	6	6	6	5	6	6	6	6	5	3.3333	4	3.6667	3.6667	5.3333	5.8	5	4.25	4.75	5.4	4.5	2.5	2.75	2.6667	3.6667	26	28	28	27	27	9	28	6	0	207
1710	1	47	2	3	3	80	5	4	5	6	2	2	1	2	1	6	5	7	5	6	7	6	5	5	5.6667	4.4	5	4.3333	5.3333	4.8	4.5	2.75	4.25	4.65	3.5	3.1667	3	3.6667	3	26	25	23	26	26	8	27	8	0	193
1713	1	56	3	4	4	70	6	5	6	6	1	1	1	1	1	7	7	7	7	7	7	7	7	6	6	6	6	5.6667	6	5.2	6	5.25	6	5.6	5.625	3.3333	4	4	4	26	29	29	30	27	10	30	5	0	216
1720	1	68	0	4	4	90	4	6	1	4	2	1	1	1	1	7	6	7	6	7	7	7	7	6	6	5.8	4.3333	4.3333	5.6667	5.8	6	4.25	3.5	5.9	3.875	3.8333	4	3.3333	3.3333	29	26	24	27	26	8	26	4	2	200
1723	2	62	2	2	3	50	6	5	6	6	2	5	5	5	5	7	6	6	6	7	7	7	6	6	5.3333	5.8	4	4.6667	5.6667	5.4	5.75	5.5	5.25	5.575	5.375	3.8333	3.75	4	3.6667	26	27	26	24	25	9	27	5	2	197
1724	1	34	2	2	2	50	4	4	4	3	3	3	3	3	4	1	3	3	3	3	3	2	2	2.6667	3	2.8	3.6667	3.6667	3.3333	2	1.25	1.5	2	1.625	1.75	1.5	1.5	3.6667	3	16	18	13	16	16	4	25	19	3	126
1726	1	66	2	4	3	70	4	4	4	2	3	2	2	3	1	5	5	6	5	5	5	6	6	4	2	3.8	4.6667	3	5	2.6	3.25	3.75	3.25	2.925	3.5	2.3333	3	3.3333	4	24	27	27	24	20	7	15	11	1	172
1728	2	41	2	3	3	50	2	3	2	3	5	6	5	5	5	6	5	5	5	6	6	4	7	3.6667	4.6667	4.6	3.3333	3	5	3	3.75	4.75	5.25	3.375	5	2.5	3	2.3333	2.3333	16	26	22	22	25	7	9	19	6	142
1732	1	59	1	4	3	80	3	4	4	3	2	2	2	2	3	6	6	6	6	6	6	6	6	5	5	5.2	5	4.3333	5.3333	3.8	4	4	4	3.9	4	3	3	3.6667	2.6667	25	28	27	27	26	8	20	11	1	189
1737	2	50	1	3	3	90	4	5	4	5	2	1	1	1	1	6	4	5	5	7	7	7	6	5	5	4.8	6	5	5.6667	4.6	4.75	2.75	2.5	4.675	2.625	3.5	3.25	4	4	23	21	26	25	26	8	22	5	8	178
1738	1	45	3	4	3	80	3	5	3	3	2	1	1	1	1	7	6	7	6	7	7	7	6	5.3333	5.3333	5.6	5	4.3333	5.6667	5.6	5.75	5.25	4.25	5.675	4.75	3.5	3.75	4	3.6667	27	27	27	30	28	9	17	3	0	202
1739	2	61	1	3	3	50	5	5	5	5	3	3	2	2	1	6	6	6	5	6	6	6	6	5	4.6667	5.6	4.6667	4.3333	5.6667	4.4	4.75	4.75	4.25	4.575	4.5	3.1667	3.75	3.3333	3.3333	20	20	19	21	24	8	24	13	7	156
1740	1	75	2	2	3	30	2	3	1	2	4	3	4	3	4	4	3	5	5	4	4	4	5	3.6667	5.3333	4.8	2.6667	3.6667	5.3333	2.6	2.75	1.75	3.75	2.675	2.75	3	3.5	2.6667	3	14	24	15	18	21	3	7	16	7	119
